Id,SalePrice
1461,135455.0
1462,155214.5
1463,176923.1
1464,183555.0
1465,201992.62
1466,182257.12
1467,169217.18
1468,177968.59
1469,177753.15
1470,121808.96
1471,190662.58
1472,110534.83
1473,107426.33
1474,162454.8
1475,150119.6
1476,402429.16
1477,249877.17
1478,303687.14
1479,246363.58
1480,453689.19
1481,322260.66
1482,202849.43
1483,167303.07
1484,174615.68
1485,169505.8
1486,190844.65
1487,344467.28
1488,247150.84
1489,206787.83
1490,181016.35
1491,188049.06
1492,91487.14
1493,187676.64
1494,297482.91
1495,298287.82
1496,222595.2
1497,187003.75
1498,153252.43
1499,153228.02
1500,140035.86
1501,166238.76
1502,163655.05
1503,309465.18
1504,234523.33
1505,211754.4
1506,180156.68
1507,213857.03
1508,193701.5
1509,162288.73
1510,151541.25
1511,147552.84
1512,154744.25
1513,166850.22
1514,168200.55
1515,174110.3
1516,181096.75
1517,151257.5
1518,153760.05
1519,223256.81
1520,137949.84
1521,144712.98
1522,179893.9
1523,116353.29
1524,119436.58
1525,128091.0
1526,128349.0
1527,104758.27
1528,132172.21
1529,140975.59
1530,173326.32
1531,140463.6
1532,104725.07
1533,153437.8
1534,114046.02
1535,152992.44
1536,114007.36
1537,71368.63
1538,189290.24
1539,239709.24
1540,128807.91
1541,158203.9
1542,153313.0
1543,220153.9
1544,76074.12
1545,99439.97
1546,116895.63
1547,147793.2
1548,141819.6
1549,119917.7
1550,153518.46
1551,116671.65
1552,150914.77
1553,148033.21
1554,113026.07
1555,168060.5
1556,101326.08
1557,122696.23
1558,90522.5
1559,140739.38
1560,153832.21
1561,148022.24
1562,126666.66
1563,121857.0
1564,163699.32
1565,161244.39
1566,214909.48
1567,83155.71
1568,205997.2
1569,157614.24
1570,130491.58
1571,137271.94
1572,143452.75
1573,247051.7
1574,147156.54
1575,203416.8
1576,185263.0
1577,203997.29
1578,151003.9
1579,134038.2
1580,188380.05
1581,144723.75
1582,127717.5
1583,316031.81
1584,230555.9
1585,133990.43
1586,71264.72
1587,105876.0
1588,149969.89
1589,100486.45
1590,128766.83
1591,105160.72
1592,123116.8
1593,123890.76
1594,155677.55
1595,137814.07
1596,234939.8
1597,178520.14
1598,181067.0
1599,216488.69
1600,196768.96
1601,76935.92
1602,113234.79
1603,99308.87
1604,274392.37
1605,256411.85
1606,167509.84
1607,183199.78
1608,208189.17
1609,197786.87
1610,153807.34
1611,152832.11
1612,156952.65
1613,171469.76
1614,115782.5
1615,82376.54
1616,81258.04
1617,86979.87
1618,125454.6
1619,140085.83
1620,172931.57
1621,139637.49
1622,156523.13
1623,267733.78
1624,188835.64
1625,134128.0
1626,174466.8
1627,192230.5
1628,271297.85
1629,169878.35
1630,351596.49
1631,235766.13
1632,250790.48
1633,162895.0
1634,186236.72
1635,183269.54
1636,161227.51
1637,181786.93
1638,218635.25
1639,177459.95
1640,253446.01
1641,179044.6
1642,211012.94
1643,226233.5
1644,229348.01
1645,173267.5
1646,152548.24
1647,162507.0
1648,145386.34
1649,137473.0
1650,122632.71
1651,127184.66
1652,102486.4
1653,107954.5
1654,167730.5
1655,159107.55
1656,162817.5
1657,168206.0
1658,162971.9
1659,150499.15
1660,141111.25
1661,426384.0
1662,408239.2
1663,378609.53
1664,454212.03
1665,318207.99
1666,317309.33
1667,369265.41
1668,342150.96
1669,305065.25
1670,342994.68
1671,248819.95
1672,462025.17
1673,300831.42
1674,256668.43
1675,182631.62
1676,184865.94
1677,211410.33
1678,461510.0
1679,352480.43
1680,329570.02
1681,276702.24
1682,307695.8
1683,182796.91
1684,168139.79
1685,172704.27
1686,169794.62
1687,165088.15
1688,182902.27
1689,187081.83
1690,183628.91
1691,170358.61
1692,278677.07
1693,162978.05
1694,184694.07
1695,168485.35
1696,270305.69
1697,168695.95
1698,341551.24
1699,334559.21
1700,228206.81
1701,261056.77
1702,258916.19
1703,251592.17
1704,279779.02
1705,246910.97
1706,457448.59
1707,212287.22
1708,208336.77
1709,290663.02
1710,220946.65
1711,274975.65
1712,234863.2
1713,237068.56
1714,228704.84
1715,196726.0
1716,178366.92
1717,166733.81
1718,138261.15
1719,195296.25
1720,251753.17
1721,174135.82
1722,126998.77
1723,152608.5
1724,207754.31
1725,225546.08
1726,172170.72
1727,167307.54
1728,186367.98
1729,160511.29
1730,168613.96
1731,127361.83
1732,130266.5
1733,121109.74
1734,134657.75
1735,127393.1
1736,121522.0
1737,355261.34
1738,211840.36
1739,268919.58
1740,178614.87
1741,172188.6
1742,165508.1
1743,168607.35
1744,296073.39
1745,256662.85
1746,281568.13
1747,220096.55
1748,207878.88
1749,161583.18
1750,149791.16
1751,224997.05
1752,119226.83
1753,158687.05
1754,227545.0
1755,161641.99
1756,121947.54
1757,115842.0
1758,150186.32
1759,175666.72
1760,162970.4
1761,159330.14
1762,181149.3
1763,176599.7
1764,120869.86
1765,183344.5
1766,179110.56
1767,199085.5
1768,140740.5
1769,170639.16
1770,139037.25
1771,133077.55
1772,148807.62
1773,143643.24
1774,146528.55
1775,137852.75
1776,131974.66
1777,116416.0
1778,130139.25
1779,118188.41
1780,176754.63
1781,136068.28
1782,100247.66
1783,130884.58
1784,92556.94
1785,114126.26
1786,154389.7
1787,165934.6
1788,57386.42
1789,93886.64
1790,90560.98
1791,191691.14
1792,157593.44
1793,145615.5
1794,136166.1
1795,136770.5
1796,121772.87
1797,112185.66
1798,128907.89
1799,118502.83
1800,120260.5
1801,151414.4
1802,176353.85
1803,163530.5
1804,137483.9
1805,138707.75
1806,111785.54
1807,159151.4
1808,124088.12
1809,135394.08
1810,162615.17
1811,117777.25
1812,119077.37
1813,120484.8
1814,95237.49
1815,58359.15
1816,99901.19
1817,130985.19
1818,138598.27
1819,115128.83
1820,81036.64
1821,131516.24
1822,156694.85
1823,60927.14
1824,134625.43
1825,146691.69
1826,106644.0
1827,107423.28
1828,143398.86
1829,114402.06
1830,157614.39
1831,177778.0
1832,138493.09
1833,146053.24
1834,147203.43
1835,181984.0
1836,142032.31
1837,93068.52
1838,143261.23
1839,83383.61
1840,147664.18
1841,138645.83
1842,92896.54
1843,139998.1
1844,130811.36
1845,154565.47
1846,146955.0
1847,158111.15
1848,64285.26
1849,125624.81
1850,131992.25
1851,149220.7
1852,130282.8
1853,130515.0
1854,173448.9
1855,151723.98
1856,209224.79
1857,150530.99
1858,147867.77
1859,136456.24
1860,150542.58
1861,136266.24
1862,294118.7
1863,290306.29
1864,290306.29
1865,347643.68
1866,339308.41
1867,240728.74
1868,287256.03
1869,189246.01
1870,243175.75
1871,253948.22
1872,166263.46
1873,223951.87
1874,137016.24
1875,206936.53
1876,180035.0
1877,193447.49
1878,217297.46
1879,129198.0
1880,137843.63
1881,238128.94
1882,256661.42
1883,192653.68
1884,211299.43
1885,241628.96
1886,284405.19
1887,188410.51
1888,276533.73
1889,160155.14
1890,131025.97
1891,132179.22
1892,109699.07
1893,134989.09
1894,142757.58
1895,156239.04
1896,124187.32
1897,121880.5
1898,105783.54
1899,124360.79
1900,140569.54
1901,171665.1
1902,152666.9
1903,229655.09
1904,137339.05
1905,179108.52
1906,148997.84
1907,200993.94
1908,118146.35
1909,133871.43
1910,121138.54
1911,194260.6
1912,259127.56
1913,140074.14
1914,62241.86
1915,320500.93
1916,70542.67
1917,256529.61
1918,132685.0
1919,148874.0
1920,160769.66
1921,399968.3
1922,338034.3
1923,192090.7
1924,242650.18
1925,207736.79
1926,373501.96
1927,137004.5
1928,166547.9
1929,117820.16
1930,136851.5
1931,131963.76
1932,136146.8
1933,161739.96
1934,183916.81
1935,178225.72
1936,189882.35
1937,198852.0
1938,157696.93
1939,260311.05
1940,201688.12
1941,184803.07
1942,183719.15
1943,200899.91
1944,320768.3
1945,344964.77
1946,185678.14
1947,305059.31
1948,189407.64
1949,243592.68
1950,178956.3
1951,247849.63
1952,252637.0
1953,161236.64
1954,212901.64
1955,126265.91
1956,273606.09
1957,162616.92
1958,299950.41
1959,152788.53
1960,115962.7
1961,130750.6
1962,102085.4
1963,107378.9
1964,120242.28
1965,160573.98
1966,154187.0
1967,302368.55
1968,396001.85
1969,369758.09
1970,413657.77
1971,443799.12
1972,371505.02
1973,264939.81
1974,312261.73
1975,458381.51
1976,264931.27
1977,341942.19
1978,352064.32
1979,340290.13
1980,197058.77
1981,335447.61
1982,220990.78
1983,214862.67
1984,168228.0
1985,195876.89
1986,206019.18
1987,186017.55
1988,180170.29
1989,182696.65
1990,208064.27
1991,212949.19
1992,214186.78
1993,170575.61
1994,247192.53
1995,179044.22
1996,246095.64
1997,335135.91
1998,333230.14
1999,236742.96
2000,311231.77
2001,255439.05
2002,230864.75
2003,251995.76
2004,266029.11
2005,234779.63
2006,223429.19
2007,245049.4
2008,204329.2
2009,180194.22
2010,192970.45
2011,145412.25
2012,180432.74
2013,172398.84
2014,177275.82
2015,199019.01
2016,174856.54
2017,201163.25
2018,126033.0
2019,133047.1
2020,113557.25
2021,118744.08
2022,176104.7
2023,154563.32
2024,220197.64
2025,381600.58
2026,176342.44
2027,137713.15
2028,154822.89
2029,162934.92
2030,279250.96
2031,259284.31
2032,280595.1
2033,272801.5
2034,160031.77
2035,206867.31
2036,192344.41
2037,196151.16
2038,360075.22
2039,209728.18
2040,389492.55
2041,281161.19
2042,194995.5
2043,162706.86
2044,174755.55
2045,231321.3
2046,144369.83
2047,153002.54
2048,136707.7
2049,154762.15
2050,175247.3
2051,113631.0
2052,140866.59
2053,144522.5
2054,86619.87
2055,160604.08
2056,131165.5
2057,129154.09
2058,199889.44
2059,145761.25
2060,165831.34
2061,186538.5
2062,139345.84
2063,120660.33
2064,138881.59
2065,114939.66
2066,195237.5
2067,143209.25
2068,152018.59
2069,86775.11
2070,108523.86
2071,97015.3
2072,150477.2
2073,135004.43
2074,180331.09
2075,139544.17
2076,119141.54
2077,146499.16
2078,133438.0
2079,137988.0
2080,121031.5
2081,131411.5
2082,144226.17
2083,150203.25
2084,111580.5
2085,137411.05
2086,108884.05
2087,121377.04
2088,101823.56
2089,94688.8
2090,138972.1
2091,141159.86
2092,144980.16
2093,145746.24
2094,136221.97
2095,161543.6
2096,82575.83
2097,95817.19
2098,162158.89
2099,56472.15
2100,128361.36
2101,131563.78
2102,147404.5
2103,102976.22
2104,158241.3
2105,129968.15
2106,72479.4
2107,276801.58
2108,116989.52
2109,114308.47
2110,120996.34
2111,160013.76
2112,151069.07
2113,118964.0
2114,108308.26
2115,147628.45
2116,109384.26
2117,154599.2
2118,118469.0
2119,108777.46
2120,111723.0
2121,102868.53
2122,93968.04
2123,87555.23
2124,200339.63
2125,150750.34
2126,161971.77
2127,157458.74
2128,129161.74
2129,106361.43
2130,155238.15
2131,167428.2
2132,111247.28
2133,114176.16
2134,119453.0
2135,107061.37
2136,76774.15
2137,115796.19
2138,136537.75
2139,149802.0
2140,135657.25
2141,141451.36
2142,136032.34
2143,149081.77
2144,123672.53
2145,130011.08
2146,144502.0
2147,170392.8
2148,125016.33
2149,132743.08
2150,241741.77
2151,137215.8
2152,162454.68
2153,160503.37
2154,102712.5
2155,129006.03
2156,215283.0
2157,232866.88
2158,222919.4
2159,203760.9
2160,165429.74
2161,256056.03
2162,425995.83
2163,360513.06
2164,269155.07
2165,173581.24
2166,139415.27
2167,191766.11
2168,187199.55
2169,187947.74
2170,214669.58
2171,146534.36
2172,140861.5
2173,170606.29
2174,236642.88
2175,318871.08
2176,305369.01
2177,240884.99
2178,216163.2
2179,134727.83
2180,185132.64
2181,190779.0
2182,236120.44
2183,189119.58
2184,141639.0
2185,128614.93
2186,143927.0
2187,152972.4
2188,156865.5
2189,186821.15
2190,83901.5
2191,89916.97
2192,91832.11
2193,96918.04
2194,102053.71
2195,116599.92
2196,107955.71
2197,108550.48
2198,158581.49
2199,169898.2
2200,118641.86
2201,127110.46
2202,195033.95
2203,171743.12
2204,165210.18
2205,114585.28
2206,129940.75
2207,232872.57
2208,215902.6
2209,191960.5
2210,120797.66
2211,114953.1
2212,111983.93
2213,100823.93
2214,147825.32
2215,104966.7
2216,149992.1
2217,69161.67
2218,91130.56
2219,75273.13
2220,77452.08
2221,321052.72
2222,260360.06
2223,281434.74
2224,213240.54
2225,148132.02
2226,179051.9
2227,193932.66
2228,280811.23
2229,248872.19
2230,154878.7
2231,206617.06
2232,174436.64
2233,168235.34
2234,251064.14
